"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","slider_labels"
"true","false","[]","[]","[]","preload","0","500","0.0-0.0","hbnp44r1p0","","","","","","","","","",""
"","","","","","html-button-response","1","1553","0.0-1.0","hbnp44r1p0","1051","<div style='text-align:center; font-size:20px; line-height:25px; width: 1200px;'>
                Welcome to our experiment! <br>
                <br>At the bottom of this screen, you will see a button that says 'Begin Experiment.
                <br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting. <br>
                <br> Once you click that button, it will not be possible to restart the experiment. <br><br>","0","","","","","","",""
"true","","","","","fullscreen","2","3176","0.0-2.0","hbnp44r1p0","618","","","","","","","","",""
"","","","","","survey-multi-select","3","6835","0.0-3.0","hbnp44r1p0","3652","","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","",""
"","","","","","html-button-response","4","7702","0.0-4.0","hbnp44r1p0","806","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 25 minutes to complete both parts.","0","","","","","","",""
"","","","","","survey-text","5","14573","0.0-5.0","hbnp44r1p0","6867","","{""Age"":""18"",""Gender"":""Woman"",""Race/ethnicity"":""Hispanic""}","","","","","","",""
"","","","","","html-slider-response","6","16269","0.0-6.0","hbnp44r1p0","1693","
                <div style='text-align:center; height: auto; margin-left=-100px; margin-bottom: -20px; font-size:20px; line-height:5px; width: 1200px;'>
                    <br>During this experiment, you will see a series of textures, one at a time, like the ones below: 
                </div>
                    <br>
                    <br>
                    <img src=""anchoring_visual_textures.png"" alt=""img"" style=""max-width:1200px; margin-left: -10px;"">
                </div>
                <div style=""clear: both;""></div>
                </div>
                    <div style='text-align:center; margin-left=-100px; font-size:20px; line-height:20px; width: 1200px; margin-top: -50px;'>
                    
                    <br> For each texture, you will be asked to rate where you think it falls on each of the response scales with the following endpoints:
                    </div>
                            <div style=""text-align: center; width: 1400px; "">
                                <p style=""font-size:20px; line-height:5px; ""><b>Blobby</b> versus <b>Stripey</b></p>
                                <p style=""font-size:20px; line-height:5px; ""><b>Rounded</b> versus <b>Rectangular</b></p>
                                <p style=""font-size:20px;line-height:5px;""><b>Coarse</b> versus <b>Fine</b></p>
                                <p style=""font-size:20px;line-height:5px; ""><b>Rough</b> versus <b>Smooth</b></p>
                                <p style=""font-size:20px;line-height:5px; ""><b>Random</b> versus <b>Non-Random</b></p>
                                <p style=""font-size:20px;line-height:5px;""><b>Hard</b> versus <b>Soft</b></p>
                            </div>
                            <div style='text-align:center; font-size:20px; line-height:20px; width: 1400px;'>
                    
                    Each trial will include one texture and one response scale. You will be asked to make your rating by sliding the cursor along a slider response scale like the one below.
                    <br><br> Before beginning, please look at the textures and scales. For each scale, think about the texture you associate most with the left endpoint. When you see that texture for that response scale, please click near the left of the scale.
                    <br><br> Now, please think about the texture you associate most with the right endpoint of each scale. When you see that texture for that response scale, please click near the right of the scale. 
                    <br><br> If you think a texture is not strongly associated with either endpoint of the scale, please click near the midpoint of the scale. Please use the full range of the scale. 
                    <br><br> You will be asked to rate each texture for a given scale before moving on to the next scale.
                    <br><br> Please press the 'Continue' button for instructions on how to use the slider.                     <br><br>
                ","null","","0","visual_textures_anchoring.png","true","","",""
"","","","","","html-button-response","7","17458","0.0-7.0","hbnp44r1p0","1188","<div style=""width:1200px; margin-top:-150px;""><p style=""text-align:center; font-size:24px;"">To move the slider, click and drag your cursor to the location of the scale where you would like to make your rating and then let go. <br><br> When you let go of the slider, your response will be recorded and the next trial will begin. <br><br><br>
                We are interested in your initial impressions of each texture and scale, so please go with your first intuition. <br><br>
                Before you begin the experiment, there will be four training trials for you to practice using the scale. <br><br><br><br></div>
                <div style=""width:1200px;""><p style=""text-align:center; font-size:20px;"">When you are ready to start the training trials, please click ""Continue"".</p></div>","0","","","","","","",""
"","","","","","html-slider-response","8","18774","0.0-8.0-0.0","hbnp44r1p0","NaN","<div style=""width:500px;"">
                                <p style=""font-size:25px;"">Please move the slider all the way to the <br> right endpoint of the scale</p>

                                </div>
                            </div>","200","","0","","true","0","true",""
"","","","","","html-button-response","9","20055","0.0-8.0-1.0","hbnp44r1p0","778","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","",""
